Issuer/Borrower Name;"Nation
Region
Description";Matched Region
Sumitomo Precision Products Co;Japan;Asia
Kenedix Inc;Japan;Asia
Taiyo Oil Co Ltd;Japan;Asia
Tomoegawa Co Ltd;Japan;Asia
TowerVision India Pvt Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Rexport Co Ltd;Japan;Asia
Erndtebruecker Eisenwerk Gmbh;"Europe
Western Europe";Western Europe
Unimat Holding Corp;Japan;Asia
XanEdu Publishing Inc;"Americas
North America";North America
Epic Healthcare Staffing LLC;"Americas
North America";North America
Kayak Invests Hldg Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Toyota Finl Svcs Singapore;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Incheon New Port Hinterland;"Asia-Pacific (ex Central Asia)
North Asia";Asia
SBG Cleantech Projectco Pvt;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Henderson Re Agcy Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Henland Finance Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Amakusafuuryoku Goudoukaisya;Japan;Asia
Capitaland China Trust;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Generadora Metroa Hldg SA;"Americas
South America";Latin America
Phytopharma Co Ltd;Japan;Asia
Digital Garage Inc;Japan;Asia
57 Spadina Lp;"Americas
North America";North America
The Merchant of Tennis, Inc;"Americas
North America";North America
Yuan's General Hospital;"Asia-Pacific (ex Central Asia)
North Asia";Asia
HomeCo HCW Finance Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Canadian Pacific Railway Ltd;"Americas
North America";North America
Bracco SpA;"Europe
Western Europe";Western Europe
Yodogawa Steel Works Ltd;Japan;Asia
Integral Ad Science Inc;"Americas
North America";North America
Burton Corp;"Americas
North America";North America
Diamond BC BV;"Europe
Western Europe";Western Europe
Northland Power Inc;"Americas
North America";North America
Ohki Corp;Japan;Asia
Lakeshore Intermediate LLC;"Americas
North America";North America
Basin Electric Power Coop;"Americas
North America";North America
Huttig Building Products Inc;"Americas
North America";North America
Slater Road II Owner LLC;"Americas
North America";North America
Refficiency Hldg LLC;"Americas
North America";North America
Ford Motor Co;"Americas
North America";North America
Accurate Group LLC;"Americas
North America";North America
Atos Medical AB;"Europe
Western Europe";Western Europe
Boralex Inc;"Americas
North America";North America
ams AG;"Europe
Western Europe";Western Europe
IPCAAF MOB Portfolio I LLC;"Americas
North America";North America
RP B3N Holdings Inc;"Americas
North America";North America
ContourGlobal Power Plant;"Americas
Caribbean";Latin America
Hawkers Hill Energy Park;"Europe
Western Europe";Western Europe
CAE Inc;"Americas
North America";North America
Catalent Pharma Solutions Inc;"Americas
North America";North America
URC Australia Fin Co Pty Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Grupo Itevelesa SL;"Europe
Western Europe";Western Europe
Rios Rosas Sarl;"Europe
Western Europe";Western Europe
Just W;"Europe
Western Europe";Western Europe
VPI Generation Ltd;"Europe
Western Europe";Western Europe
Sprng Ujjvala Energy Pvt Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
IBI Group Inc;"Americas
North America";North America
Tronox KZN Sands (Pty) Ltd;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
Dream Finders Homes Inc;"Americas
North America";North America
P-MRC Holdings LLC JV;"Americas
North America";North America
Ge-Prolec Transformers Inc;"Americas
Central America";Latin America
North Amer Energy Partners Inc;"Americas
North America";North America
Novamont SpA;"Europe
Western Europe";Western Europe
Fujimaki;Japan;Asia
Rosen's Diversified Inc;"Americas
North America";North America
Bny Mellon Funds;"Americas
North America";North America
US Steel Kosice sro;"Eastern Europe
Europe";Central and Eastern Europe
Wuxi Commun Ind Grp Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Canadian Solar Projects KK;Japan;Asia
Hero Solar Energy Pvt Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Zochem LLC;"Americas
North America";North America
Wabash National Corp;"Americas
North America";North America
Joyson Auto Safety SA;"Europe
Western Europe";Western Europe
Futaba Industrial Co Ltd;Japan;Asia
Aktio Holdings Corp;Japan;Asia
Kao Corp;Japan;Asia
Nakamichi Leasing Co Ltd;Japan;Asia
Nankai Electric Railway Co Ltd;Japan;Asia
Tokyu Corp;Japan;Asia
Virtusa Corp;"Americas
North America";North America
Caleres Inc;"Americas
North America";North America
Simpson Housing Corp;"Americas
North America";North America
Et Portland I LLC;"Americas
North America";North America
Panda Hummel;"Americas
North America";North America
Penta-Ocean Constr Co Ltd;Japan;Asia
Jobray Inc;Japan;Asia
Sanrio Co Ltd;Japan;Asia
Daio Paper Corp;Japan;Asia
Asami Co Ltd;Japan;Asia
Anritsu Corp;Japan;Asia
Avolon Aerospace Leasing Ltd;"Europe
Western Europe";Western Europe
KohGenDo Co Ltd;Japan;Asia
Shanghai Tianyu Shihong Entrp;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Suzhou Shenxiu Re Dvlp Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Tysons LPC LLC;"Americas
North America";North America
Chongqing Iron & Steel Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Denka Co Ltd;Japan;Asia
Resilientig Threemile Acq Llc;"Americas
North America";North America
DLG Amba;"Europe
Western Europe";Western Europe
FMG Resources(August 2006)Pty;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Fuyoh Video Industry Co Ltd;Japan;Asia
Awilco AS;"Europe
Western Europe";Western Europe
HIC Ltd;"Americas
Caribbean";Latin America
Health & Happiness (H&H) Intl;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Howmet Aerospace Inc;"Americas
North America";North America
Idemitsu Kosan Co Ltd;Japan;Asia
Kanagawa Prefecture;Japan;Asia
Japan Private REIT Inc;Japan;Asia
Taiju Kosan Co Ltd;Japan;Asia
RIMI International Co Ltd;Japan;Asia
Boyd Watterson State;"Americas
North America";North America
Advanced Technology Svcs Inc;"Americas
North America";North America
Midland Cogeneration Venture;"Americas
North America";North America
Guangzhou Panyu Haiyi Property;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Nihon Unisys Ltd;Japan;Asia
Noritsu Koki Co Ltd;Japan;Asia
Heavy Metal Equip & Rentals;"Americas
North America";North America
ISS Tesis Yonetim Hizmetleri;"Europe
Eastern Europe";Central and Eastern Europe
Soken Chemical & Engineering;Japan;Asia
Takubo Engineering Co Ltd;Japan;Asia
Tosen Ad Co Ltd;Japan;Asia
Ministry of Finance Pakistan;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Yasuda Real Estate Pvt REIT;Japan;Asia
Boulmich Co Ltd;Japan;Asia
PTCJ-S Holdings Inc;Japan;Asia
Aon PLC;"Europe
Western Europe";Western Europe
IHI Corp;Japan;Asia
Australian Agricultural Co Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Jazan Refinery;"Africa/Middle East/Central Asia
Middle East";Africa
Novanta Inc;"Americas
North America";North America
Hotta Corp;Japan;Asia
Rsea Engineering Corp;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Green Power Sumita Tono GK;Japan;Asia
Sacyr SA;"Europe
Western Europe";Western Europe
KAP Industrial Holdings Ltd;"Africa/Middle East/Central Asia
Sub-Saharan Africa";Africa
Kawasaki Kisen Kaisha Ltd;Japan;Asia
Properst Co Ltd;Japan;Asia
Stream Co Ltd;Japan;Asia
Tokyu Construction Co Ltd;Japan;Asia
Akitsu Kogyo Inc;Japan;Asia
GIP II Blue Holding LP;"Americas
North America";North America
JFLA Holdings Inc;Japan;Asia
Mediotec Co Ltd;Japan;Asia
Mutsumi Industry Co Ltd;Japan;Asia
Chori Co Ltd;Japan;Asia
GMO CLICK Securities Inc;Japan;Asia
Muramoto Corp;Japan;Asia
Nagase Brothers Inc;Japan;Asia
Naxis Co Ltd;Japan;Asia
Nisshinbo Holdings Inc;Japan;Asia
RP Topla Ltd;Japan;Asia
Wakachiku Construction Co Ltd;Japan;Asia
Yoshino Denka Kogyo Inc;Japan;Asia
Medical Corp Wakabakai;Japan;Asia
Azuma Lease;Japan;Asia
au Kabucom Securities Co Ltd;Japan;Asia
Plus Musashino Co Ltd;Japan;Asia
Hokuto Industrial Engineering;Japan;Asia
Orico Auto Leasing (Thailand);"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Lizon Co Ltd;Japan;Asia
Carlyle Partners VI LP;"Americas
North America";North America
Hologic Inc;"Americas
North America";North America
Mitsubishi Paper Mills Ltd;Japan;Asia
Nihon Almit Co Ltd;Japan;Asia
ICM Japan;Japan;Asia
Software Consultant Corp;Japan;Asia
Echelon Ridge LLC;"Americas
North America";North America
DD West Ashley 16 LLC;"Americas
North America";North America
CDS My Block 1 Office LLC;"Americas
North America";North America
Wilton Re Holdings Ltd;"Americas
Caribbean";Latin America
GFL Environmental Corp;"Americas
North America";North America
Sendaiya Co Ltd;Japan;Asia
Yoshitsu Co Ltd;Japan;Asia
Fuji Chem Inds Co Ltd;Japan;Asia
NSC Co Ltd;Japan;Asia
Nichieisangyo Co Ltd;Japan;Asia
Miyata Corp Co Ltd;Japan;Asia
Takashimaya Co Ltd;Japan;Asia
Neon Hldg Inc.;"Americas
North America";North America
Pool Corp;"Americas
North America";North America
Kyokuto Sanki Co Ltd;Japan;Asia
Linhai Rongan Re Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Ayvaz Pizza LLC;"Americas
North America";North America
916 Foods LLC;"Americas
North America";North America
ADW Holdings Co Ltd;Japan;Asia
Noah Indoor Stage Co Ltd;Japan;Asia
Tango Central Hospital;Japan;Asia
Campbell Soup Co;"Americas
North America";North America
Chuo Kagaku Co Ltd;Japan;Asia
EngageSmart Inc;"Americas
North America";North America
Falck A/S;"Europe
Western Europe";Western Europe
Darifair Foods Llc;"Americas
North America";North America
F And V Ingredientes Ii Sarl;"Europe
Western Europe";Western Europe
Japan Housing Finance Agency;Japan;Asia
Just Automobile Leasing Co Ltd;Japan;Asia
JP Lease Products & Services;Japan;Asia
Censea Inc;"Americas
North America";North America
Total Op & Prodn Svcs LLC;"Americas
North America";North America
Clearway Energy Inc;"Americas
North America";North America
Norimoto Manufacturing Co Ltd;Japan;Asia
Nichi-Iko Pharmaceutical;Japan;Asia
HOUSE DO Co Ltd;Japan;Asia
KG Deutsche Gasruwerke GmbH;"Europe
Western Europe";Western Europe
Ryonetsu Kogyou Co Ltd;Japan;Asia
Yamasa Co Ltd;Japan;Asia
Sanken Electric Co Ltd;Japan;Asia
Sankei Giken Kogyo Co;Japan;Asia
Axel Springer Verlag AG;"Europe
Western Europe";Western Europe
Tri-Arrows Aluminum Inc;"Americas
North America";North America
J & W STOLLENWERK OHG;"Europe
Western Europe";Western Europe
Gotsu Holdings Co Ltd;Japan;Asia
Toyo Nut Co Ltd;Japan;Asia
Ryochi Keiei;Japan;Asia
Yamabun Co Ltd;Japan;Asia
Yokohama Grand;Japan;Asia
Medical Corporation Wakabakai;Japan;Asia
Fresche Solutions Inc;"Americas
North America";North America
W St Re Invest Partners Lux;"Americas
North America";North America
Ha Do Thuan Nam Wind Energy;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
d-rise Co Ltd;Japan;Asia
JSS Holdings Co Ltd;Japan;Asia
Z Holdings Corp;Japan;Asia
Infraestructura Energetica;"Americas
Central America";Latin America
Fujiura Ltd;Japan;Asia
Matsubishi Unyu Co Ltd;Japan;Asia
Cs Lumber Co Inc;Japan;Asia
HISHIHIRA Corp;Japan;Asia
Nagase Kenko Corporation;Japan;Asia
Muramoto Industry Co Ltd;Japan;Asia
Cam Co Ltd;Japan;Asia
Kenko Corporation;Japan;Asia
Showa Corp;Japan;Asia
Azumanoen Co Ltd;Japan;Asia
Infec Corp;Japan;Asia
Okamoto Machine Tool Works Ltd;Japan;Asia
Fuji Bow Inc;Japan;Asia
AmTechs Corp;Japan;Asia
Kowa Trading Co Ltd;Japan;Asia
Fuji Silysia Chemical Ltd;Japan;Asia
Kato Brothers Honey Co Ltd;Japan;Asia
China Lesso Finance Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
NP Gun Club Building I LLC;"Americas
North America";North America
400 Union;"Americas
North America";North America
Sycamore Buyer LLC;"Americas
North America";North America
ConnectWise Inc;"Americas
North America";North America
Tokyo Keiso Co Ltd;Japan;Asia
Org For The Promotion Of Low;Japan;Asia
Pactiv Evergreen Inc;"Americas
North America";North America
Boart Longyear Ltd;"Americas
North America";North America
Nippon Denko Co Ltd;Japan;Asia
GCP Fin 9 Ltd;"Americas
North America";North America
Freehold Royalties Ltd;"Americas
North America";North America
Physicians;"Americas
North America";North America
Namura Shipbuilding Co Ltd;Japan;Asia
Ipc Systems Inc;"Americas
North America";North America
Unical Aviation Inc;"Americas
North America";North America
AES Corp;"Americas
North America";North America
Rockland Agilon I;"Americas
North America";North America
Becton Dickinson & Co;"Americas
North America";North America
BPTP Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
Big Rock Sports LLC;"Americas
North America";North America
Shanghai Jianshan Re Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Suzhou Yuegui Re Dvlp Co Ltd;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Shanghai Zhaochuan Re Dvlp Co;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Chick-fil-A Inc;"Americas
North America";North America
Comwell Inc Ltd;Japan;Asia
Allied Health Mgmt Svcs Org;"Americas
North America";North America
LS-Ship No 15 Co Ltd;Japan;Asia
LS-Ship No 16 Co Ltd;Japan;Asia
54.4 MW Crescent Ridge Wind;"Americas
North America";North America
OVH Groupe SAS;"Europe
Western Europe";Western Europe
Nvent Fin S.A R.L.;"Europe
Western Europe";Western Europe
ReNew Solar Urja Pvt Ltd;"Asia-Pacific (ex Central Asia)
South Asia";Asia
FUJI SEIKO LTD;Japan;Asia
Glen Raven Inc;"Americas
North America";North America
Health Management Associates;"Americas
North America";North America
Koshida Corp;Japan;Asia
Majestic Care;"Americas
North America";North America
CHP Partners LP;"Americas
North America";North America
Viterra Fin Bv;"Europe
Western Europe";Western Europe
GSTV Co Ltd;Japan;Asia
SLB Development Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Jiangsu Yihu Warehousing Svc;"Asia-Pacific (ex Central Asia)
North Asia";Asia
MyRepublic Holdings Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
Bic Camera Inc;Japan;Asia
BCP Topco IX Pte Ltd;"Asia-Pacific (ex Central Asia)
Southeast Asia";Asia
InvoCare Ltd;"Asia-Pacific (ex Central Asia)
Australasia";Australia
Team Services Group LLC;"Americas
North America";North America
US Anesthesia Partners Inc;"Americas
North America";North America
Brent Scarbrough & Co Inc;"Americas
North America";North America
Parsons Music Corp;"Asia-Pacific (ex Central Asia)
North Asia";Asia
Southern Veterinary Partners;"Americas
North America";North America
Eldorado Gold Corp;"Americas
North America";North America
The Toro Co;"Americas
North America";North America
407 Etr Intl Inc;"Americas
North America";North America
Ho-Chunk Nation;"Americas
North America";North America
Cactus 404 Apartments LLC;"Americas
North America";North America
Robert W Baird & Co Inc;"Americas
North America";North America
Baird Financial Corp;"Americas
North America";North America
NFP Corp;"Americas
North America";North America
AirBoss of America Corp;"Americas
North America";North America
Acquia Inc;"Americas
North America";North America
Tap Rock Resources II LLC;"Americas
North America";North America
Hy Connect Inc;"Americas
North America";North America
Sauer Brands Inc;"Americas
North America";North America
